dataset_id,collection_name,dataset_title,organism,recommended_role,allowed_for_training,allowed_for_pretraining,allowed_for_auxiliary_supervision,reserved_for_external_holdout,allowed_for_model_selection,risk_if_used_for_training,rationale,notes
236baeda-5fdd-41bf-8e32-bae21ac7d435,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,VLMC - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
390b376d-8857-4b4b-991f-0d7326938172,HVS: Human variation study,Sncg - neocortex: Human variation study (HVS),Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
6cda07c7-5d7a-41ba-9799-5bb73da25a60,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,L5 ET - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
bdacc907-7c26-419f-8808-969eab3ca2e8,Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease,Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: SFG microglia,Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
3d044b52-140a-4528-bf0d-a2dbef9e1f40,"Brain matters: Unveiling the Distinct Contributions of Region, Age, and Sex to Glia diversity and CNS Function",white matter - vascular cells,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
07428d73-fdea-4bd4-a801-94b00c4d961c,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,L5 ET - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
2ecc72f8-085f-4e86-8692-771f316c54f6,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,Endothelial - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
3e87b1fa-472a-401c-8fa8-f31c10437d5f,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,Endothelial - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
fc0ceb80-d2d9-47c1-9d78-b0e45c64c500,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,Sst Chodl - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
6929d6d1-6f81-44d7-bd35-5a580259af81,HVS: Human variation study,Chandelier - neocortex: Human variation study (HVS),Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
81e91ff8-f619-4ad1-a0c3-b45e1dc63f68,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,Sst Chodl - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),Homo sapiens,already_used_plausibility_only,False,False,False,False,False,already-used provenance prevents clean external validation,resembles already-used v1/v2 provenance; plausibility only,No CELLxGENE dataset is allowed for model selection in this audit.
78f40dd6-ed22-470d-8547-6fb5746c25da,HVS: Human variation study,Pax6 - neocortex: Human variation study (HVS),Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
f9cfac8d-bff6-47a2-a1f6-503827d375f5,HVS: Human variation study,VLMC - neocortex: Human variation study (HVS),Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
a24ecf77-c059-4dc5-8ca4-3b89d667b7f8,Comprehensive cell atlas of the first-trimester developing human brain,ClassPlacodes,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
6701d782-76f2-40e6-82f1-495350dd9a63,Comprehensive cell atlas of the first-trimester developing human brain,ClassNeuralCrest,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
4859642c-d155-437b-adf5-83ca6c1bef67,HVS: Human variation study,Endo - neocortex: Human variation study (HVS),Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
5e7fff82-b8eb-4220-bf65-c6feb6765ea1,HVS: Human variation study,L5ET - neocortex: Human variation study (HVS),Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
149b2c3f-ee11-47a7-984b-923570280bd7,HVS: Human variation study,SstChodl - neocortex: Human variation study (HVS),Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
34f5307e-7b4d-4a48-b68f-2ba844c6414b,HTAN/HTAPP Broad - Spatio-molecular dissection of the breast cancer metastatic microenvironment,Frozen samples (single nucleus),Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
595c9010-99ec-462d-b6a1-2b2fe5407871,Dysregulation of brain and choroid plexus cell types in severe COVID-19,"A total of 27,092 droplet-based single-nucleus transcriptomes profiled across 11 cell types in the choroid plexus",Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
f64e1be1-de15-4d27-8da4-82225cd4c035,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,Immune cells,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
774c18c5-efa1-4dc5-9e5e-2c824bab2e34,Single-Cell RNAseq analysis of diffuse neoplastic infiltrating cells at the migrating front of human glioblastoma,Infiltrating Neoplastic Cells Human Glioblastoma,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
486486d4-9462-43e5-9249-eb43fa5a49a6,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,T cells,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
a6858c10-c52a-4a1d-bc12-a90dbd51ca66,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,Epithelial cells,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
e9175006-8978-4417-939f-819855eab80e,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,Myeloid cells,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
d7291f04-fbbb-4d65-990a-f01fa44e915b,A taxonomy of transcriptomic cell types across the isocortex and hippocampal formation,Single-cell RNA-seq for all cortical & hippocampal regions (10x),Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
e0ed3c55-aff6-4bb7-b6ff-98a2d90b890c,A transcriptomic atlas of the mouse cerebellum reveals regional specializations and novel cell types,A transcriptomic atlas of the mouse cerebellum,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
35081d47-99bf-4507-9541-735428df9a9f,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
dbb4e1ed-d820-4e83-981f-88ef7eb55a35,HypoMap – a unified single cell gene expression atlas of the murine hypothalamus,HypoMap – a unified single cell gene expression atlas of the murine hypothalamus,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
79a2344d-eddd-45b1-b376-39eddfab1899,Developmental trajectories of thalamic nuclei revealed by single-cell transcriptome profiling and Shh perturbation,Atlas of the developing mouse thalamus,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
1229ecc2-b067-4664-91da-0251aec31574,Thyroid hormone remodels cortex to coordinate body-wide metabolism and exploration,Single-nucleus RNA sequencing of M2: WT-THR vs DN-THR,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
72eb2332-b308-4014-8d25-95233a9aff1e,Cellular development and evolution of the mammalian cerebellum,snRNA-seq data for mouse cerebella from 9-12 developmental stages,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
12990215-ad1a-4106-8536-7388327a616f,Thyroid hormone remodels cortex to coordinate body-wide metabolism and exploration,Single-nucleus RNA sequencing of M2: T3 vs control,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
3bbb6cf9-72b9-41be-b568-656de6eb18b5,Molecular and spatial signatures of mouse brain aging at single-cell resolution,BrainAgingSpatialAtlas_snRNAseq,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
812fa7bd-db15-4357-b2c9-efc8e1eb0450,A taxonomy of transcriptomic cell types across the isocortex and hippocampal formation,Single-cell RNA-seq for all cortical & hippocampal regions (SMART-Seq v4),Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
f16a8f4d-bc97-43c5-a2f6-bbda952e4c5c,Tabula Muris Senis,All - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
98e5ea9f-16d6-47ec-a529-686e76515e39,Tabula Muris Senis,All - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - Smart-seq2,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
66ff82b4-9380-469c-bc4b-cfa08eacd325,Tabula Muris Senis,Brain non-myeloid cells - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
1304e107-0f06-4d33-b634-d95ed986d02b,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types: SMARTer_nuclei_MOp,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
53d208b0-2cfd-4366-9866-c3c6114081bc,Tabula Sapiens,Tabula Sapiens - All Cells,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
c5d88abe-f23a-45fa-a534-788985e93dad,Tabula Sapiens,Tabula Sapiens - Immune,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
d4cfefa0-3a35-44eb-b848-d7a725b481e7,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,NSCLC epithelial cells,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
a0754256-f44b-4c4a-962c-a552e47d3fdc,Tabula Sapiens,Tabula Sapiens - Eye,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
ccfdcad0-7104-46b9-addf-fd66a2a15907,Cell Types of the Human Retina and Its Organoids at Single-Cell Resolution,Periphery - Cell Types of the Human Retina and Its Organoids at Single-Cell Resolution,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
babbf9f3-f482-45a5-ba76-c41f4c2f503e,Cell Types of the Human Retina and Its Organoids at Single-Cell Resolution,Fovea - Cell Types of the Human Retina and Its Organoids at Single-Cell Resolution,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
d224c8e0-c28e-4360-9e42-b3977cd83f9f,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,Mesenchymal cells,Homo sapiens,external_projection_stress_test,False,False,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
a539c7af-fb65-44b1-8812-000b097eac99,Single-cell transcriptomics characterization of oligodendrocytes and microglia in white matter aging,Microglia - 24 months old wild-type and Rag1-KO,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
c08f8441-4a10-4748-872a-e70c0bcccdba,Tabula Muris Senis,Brain myeloid cells - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - Smart-seq2,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
5dec4249-8459-4df0-8998-37193135754c,Type I interferon responsive microglia shape cortical development and behavior,Type I interferon responsive microglia shape cortical development and behavior,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
23f77ae6-10af-4307-b136-76b26654ae7d,Unified comprehensive single-cell atlas of the mouse retina,MRCA: scRNA-seq of the mouse retina - all cells,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
4ec57620-a065-4ac3-8cc7-79c03f0f9849,"Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse",Evolution of cellular diversity in primary motor cortex of mouse - non-neurons,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
3a15ab1c-c36c-4842-9a3e-47e6ffd0ba6f,Adult mouse cortical cell taxonomy revealed by single cell transcriptomics,Adult mouse cortical cell taxonomy revealed by single cell transcriptomics,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
e056b20b-bb29-40c8-afd4-03124cf828a8,Single-cell census of murine glioblastoma subtypes,Single-cell census of murine glioblastoma subtypes,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
a9affc92-a291-4eb9-996f-147392132323,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types: 10X_nuclei_v3_Broad,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
c88e2a9c-72b8-4a88-a2f6-e428eada0c86,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types: 10X_cells_v2_AIBS,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
58b01044-c5e5-4b0f-8a2d-6ebf951e01ff,Humoral immunity at the brain borders in homeostasis,A scRNA-seq atlas of immune cells at the CNS borders,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
5e765f97-1cf1-407e-a86c-e28701f4749d,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types: 10X_cells_v3_AIBS,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
50d79de5-bd17-4d14-a295-199d71ff56be,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types: 10X_nuclei_v3_AIBS,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
0e1c7067-8833-4f54-8847-ad7d33d09c10,Transcriptional profiling of murine oligodendrocyte precursor cells across the lifespan,Transcriptional profiling of murine oligodendrocyte precursor cells across the lifespan,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
28c696bb-9549-434b-9340-dc745a846f9a,Shared and distinct transcriptomic cell types across neocortical areas,Shared and distinct transcriptomic cell types across neocortical areas,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
d622cee4-56e1-44ba-8b05-fd2f0f2032e6,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types: SMARTer_cells_MOp,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
6347cc90-f284-41d8-a131-db4a37bd796f,Single-cell transcriptomics characterization of oligodendrocytes and microglia in white matter aging,Single-cell of aged oligodendrocytes,Mus musculus,mouse_auxiliary_only,True,True,True,False,False,mouse data cannot provide human external validation,mouse dataset; any human integration requires ortholog mapping,No CELLxGENE dataset is allowed for model selection in this audit.
48101fa2-1a63-4514-b892-53ea1d3a8657,Mapping the developing human immune system across organs,HSC/immune cells (all hematopoietic-derived cells),Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
fd072bc3-2dfb-46f8-b4e3-467cb3223182,Mapping the developing human immune system across organs,Full dataset of single-cell RNA-seq profiles from 9 developmental tissues across gestation (4-17 pcw),Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
2aa1c93c-4ef3-4e9a-98e7-0bd37933953c,Mapping the developing human immune system across organs,Myeloid cells,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
f72958f5-7f42-4ebb-98da-445b0c6de516,Azimuth meta-analysis of human scRNA-seq datasets,Human - Lung v2 (HLCA),Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
67b6b9ac-b841-42ce-b2d4-ed2ec12327bd,Single cell atlas of large B-cell lymphoma,Single cell atlas of LBCL (LME),Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
1b350d0a-4535-4879-beb6-1142f3f94947,Multimodal profiling reveals tissue-directed signatures of human immune cells altered with age,Immune aging project - all cells,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
11ae668a-88c2-4d86-ba08-524fe576a882,Multimodal profiling reveals tissue-directed signatures of human immune cells altered with age,Immune aging project - myeloid cell subset,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
f14bc322-1322-4184-8d16-409557525ea5,Single-cell RNA-seq analysis of Interstitial Lung Disease (ILD) subtypes,Single-cell RNA-seq analysis of Interstitial Lung Disease (ILD) subtypes,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
1a9f3b38-b86d-416d-bbdc-9058ad3ff42d,Single cell atlas of the human retinal pigment epithelium and the choroid,snRNA-seq of human of the human retinal pigment epithelium and the choroid - fetal data included,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
493a8b60-d676-44d1-b022-d14c1ad0b36c,Automatic cell-type harmonization and integration across Human Cell Atlas datasets,Lung,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
978a566a-dc27-478d-b306-26daba116c1f,Single cell atlas of the human trabecular meshwork and ciliary body,snRNA-seq of human ocular anterior segment: trabecular meshwork and ciliary body,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
53d9dafe-deb9-40b2-8bb4-38774fc8fc02,Single cell atlas of the human retinal pigment epithelium and the choroid,snRNA-seq of human of the human retinal pigment epithelium and the choroid - all cells,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
9dbab10c-118d-496b-966a-67f1763a6b7d,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
242c6e7f-9016-4048-af70-d631f5eea188,COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,"Circulating Immune cells -- CV19 infection, vaccination and HC",Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
e84f2780-51e8-4cfa-8aa0-13bbfef677c7,Spatial proteogenomics reveals distinct and evolutionarily conserved hepatic macrophage niches,All cells from human liver dataset,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
55003f67-c494-46f1-83fb-902745646379,Human breast cell atlas,Integrated HBCA,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
16023185-de21-4c0d-a9c8-73abdd52d142,Spatially organized multicellular immune hubs in human colorectal cancer,All Cells,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
1e517707-295a-408d-809c-5b1ed4dbeda4,Spatially organized multicellular immune hubs in human colorectal cancer,Myeloid cells,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
9bf9dd7d-e23e-49ee-95cc-11df3bd61769,Spatially organized multicellular immune hubs in human colorectal cancer,Immune cells,Homo sapiens,peripheral_immune_plausibility,False,False,True,False,False,peripheral immune data cannot validate brain microglia directly,peripheral immune signal is not direct brain microglia validation,No CELLxGENE dataset is allowed for model selection in this audit.
