dataset_id,collection_id,collection_name,dataset_title,organism,dataset_total_cell_count,matched_cell_count,n_donors_or_samples,n_microglia_or_cns_macrophage_cells,tissue_terms,disease_terms,cell_type_terms,has_ad_or_dementia,has_control_or_normal,has_brain_or_cns,has_microglia_or_cns_macrophage,has_donor_metadata,dataset_h5ad_path,relevance_score,recommended_role,download_recommendation,notes
66ff82b4-9380-469c-bc4b-cfa08eacd325,0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Tabula Muris Senis,Brain non-myeloid cells - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse,Mus musculus,7249,7249,14,138,brain,normal,astrocyte; endothelial cell; macrophage; microglial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell,False,True,True,True,True,66ff82b4-9380-469c-bc4b-cfa08eacd325.h5ad,11,mouse_auxiliary_only,consider targeted H5AD download after role approval and schema review,mouse dataset; any human integration requires ortholog mapping
1304e107-0f06-4d33-b634-d95ed986d02b,ae1420fe-6630-46ed-8b3d-cc6056a66467,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types: SMARTer_nuclei_MOp,Mus musculus,6171,6171,10,55,brain,normal,astrocyte; endothelial cell; microglial cell; oligodendrocyte; oligodendrocyte precursor cell,False,True,True,True,True,1304e107-0f06-4d33-b634-d95ed986d02b.h5ad,11,mouse_auxiliary_only,consider targeted H5AD download after role approval and schema review,mouse dataset; any human integration requires ortholog mapping
53d208b0-2cfd-4366-9866-c3c6114081bc,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,Tabula Sapiens - All Cells,Homo sapiens,1136218,95235,24,410,,normal,macrophage; microglial cell; monocyte,False,True,False,True,True,53d208b0-2cfd-4366-9866-c3c6114081bc.h5ad,10,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
c5d88abe-f23a-45fa-a534-788985e93dad,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,Tabula Sapiens - Immune,Homo sapiens,592317,95235,24,410,,normal,macrophage; microglial cell; monocyte,False,True,False,True,True,c5d88abe-f23a-45fa-a534-788985e93dad.h5ad,10,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
d4cfefa0-3a35-44eb-b848-d7a725b481e7,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,NSCLC epithelial cells,Homo sapiens,9778,1436,3,0,brain,,,False,False,True,False,True,d4cfefa0-3a35-44eb-b848-d7a725b481e7.h5ad,10,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
a0754256-f44b-4c4a-962c-a552e47d3fdc,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,Tabula Sapiens - Eye,Homo sapiens,34273,651,4,410,,normal,macrophage; microglial cell; monocyte,False,True,False,True,True,a0754256-f44b-4c4a-962c-a552e47d3fdc.h5ad,10,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
ccfdcad0-7104-46b9-addf-fd66a2a15907,2f4c738f-e2f3-4553-9db2-0582a38ea4dc,Cell Types of the Human Retina and Its Organoids at Single-Cell Resolution,Periphery - Cell Types of the Human Retina and Its Organoids at Single-Cell Resolution,Homo sapiens,34723,471,3,171,,normal,microglial cell; monocyte,False,True,False,True,True,ccfdcad0-7104-46b9-addf-fd66a2a15907.h5ad,10,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
babbf9f3-f482-45a5-ba76-c41f4c2f503e,2f4c738f-e2f3-4553-9db2-0582a38ea4dc,Cell Types of the Human Retina and Its Organoids at Single-Cell Resolution,Fovea - Cell Types of the Human Retina and Its Organoids at Single-Cell Resolution,Homo sapiens,19768,309,3,172,,normal,microglial cell; monocyte,False,True,False,True,True,babbf9f3-f482-45a5-ba76-c41f4c2f503e.h5ad,10,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
d224c8e0-c28e-4360-9e42-b3977cd83f9f,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,Mesenchymal cells,Homo sapiens,8030,80,3,0,brain,,endothelial cell,False,False,True,False,True,d224c8e0-c28e-4360-9e42-b3977cd83f9f.h5ad,10,external_projection_stress_test,do not download until reviewed,metadata candidate from CELLxGENE Census
a539c7af-fb65-44b1-8812-000b097eac99,0faa1af6-e504-4b88-a47b-69347e1bace5,Single-cell transcriptomics characterization of oligodendrocytes and microglia in white matter aging,Microglia - 24 months old wild-type and Rag1-KO,Mus musculus,15601,15601,1,15601,brain,normal,microglial cell,False,True,True,True,True,a539c7af-fb65-44b1-8812-000b097eac99.h5ad,9,mouse_auxiliary_only,consider targeted H5AD download after role approval and schema review,mouse dataset; any human integration requires ortholog mapping
c08f8441-4a10-4748-872a-e70c0bcccdba,0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Tabula Muris Senis,Brain myeloid cells - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - Smart-seq2,Mus musculus,13417,13417,14,13130,brain,normal,macrophage; microglial cell,False,True,True,True,True,c08f8441-4a10-4748-872a-e70c0bcccdba.h5ad,9,mouse_auxiliary_only,consider targeted H5AD download after role approval and schema review,mouse dataset; any human integration requires ortholog mapping
5dec4249-8459-4df0-8998-37193135754c,4828d33d-fb26-42e7-bf36-18293b0eec85,Type I interferon responsive microglia shape cortical development and behavior,Type I interferon responsive microglia shape cortical development and behavior,Mus musculus,12330,12330,4,12330,brain,normal,microglial cell,False,True,True,True,True,5dec4249-8459-4df0-8998-37193135754c.h5ad,9,mouse_auxiliary_only,consider targeted H5AD download after role approval and schema review,mouse dataset; any human integration requires ortholog mapping
23f77ae6-10af-4307-b136-76b26654ae7d,a0c84e3f-a5ca-4481-b3a5-ccfda0a81ecc,Unified comprehensive single-cell atlas of the mouse retina,MRCA: scRNA-seq of the mouse retina - all cells,Mus musculus,330930,6111,18,6111,,normal,microglial cell,False,True,False,True,True,23f77ae6-10af-4307-b136-76b26654ae7d.h5ad,9,mouse_auxiliary_only,consider targeted H5AD download after role approval and schema review,mouse dataset; any human integration requires ortholog mapping
4ec57620-a065-4ac3-8cc7-79c03f0f9849,367d95c0-0eb0-4dae-8276-9407239421ee,"Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse",Evolution of cellular diversity in primary motor cortex of mouse - non-neurons,Mus musculus,4745,4745,12,447,brain,normal,astrocyte; endothelial cell; microglial cell; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,4ec57620-a065-4ac3-8cc7-79c03f0f9849.h5ad,9,mouse_auxiliary_only,consider targeted H5AD download after role approval and schema review,mouse dataset; any human integration requires ortholog mapping
3a15ab1c-c36c-4842-9a3e-47e6ffd0ba6f,a3c37598-b8e8-47db-92a9-eb91a77c9529,Adult mouse cortical cell taxonomy revealed by single cell transcriptomics,Adult mouse cortical cell taxonomy revealed by single cell transcriptomics,Mus musculus,1679,1679,72,22,brain,normal,astrocyte; endothelial cell; microglial cell; oligodendrocyte; oligodendrocyte precursor cell,False,True,True,True,True,3a15ab1c-c36c-4842-9a3e-47e6ffd0ba6f.h5ad,9,mouse_auxiliary_only,consider targeted H5AD download after role approval and schema review,mouse dataset; any human integration requires ortholog mapping
e056b20b-bb29-40c8-afd4-03124cf828a8,6d7d23d0-237d-4430-9200-92858abba2d8,Single-cell census of murine glioblastoma subtypes,Single-cell census of murine glioblastoma subtypes,Mus musculus,94181,94181,10,14214,brain,,astrocyte; macrophage; microglial cell; neuron; oligodendrocyte precursor cell; pericyte,False,False,True,True,True,e056b20b-bb29-40c8-afd4-03124cf828a8.h5ad,8,mouse_auxiliary_only,consider targeted H5AD download after role approval and schema review,mouse dataset; any human integration requires ortholog mapping
a9affc92-a291-4eb9-996f-147392132323,ae1420fe-6630-46ed-8b3d-cc6056a66467,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types: 10X_nuclei_v3_Broad,Mus musculus,159738,159738,12,0,brain,normal,astrocyte; endothelial cell; macrophage; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,False,True,a9affc92-a291-4eb9-996f-147392132323.h5ad,7,mouse_auxiliary_only,consider targeted H5AD download after role approval and schema review,mouse dataset; any human integration requires ortholog mapping
c88e2a9c-72b8-4a88-a2f6-e428eada0c86,ae1420fe-6630-46ed-8b3d-cc6056a66467,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types: 10X_cells_v2_AIBS,Mus musculus,122641,122641,3,0,brain,normal,astrocyte; endothelial cell; macrophage; oligodendrocyte; oligodendrocyte precursor cell,False,True,True,False,True,c88e2a9c-72b8-4a88-a2f6-e428eada0c86.h5ad,7,mouse_auxiliary_only,consider targeted H5AD download after role approval and schema review,mouse dataset; any human integration requires ortholog mapping
58b01044-c5e5-4b0f-8a2d-6ebf951e01ff,e9eec7f5-8519-42f6-99b4-6dbd9cc5ef03,Humoral immunity at the brain borders in homeostasis,A scRNA-seq atlas of immune cells at the CNS borders,Mus musculus,130908,86814,51,0,brain; central nervous system,normal,endothelial cell; macrophage; monocyte; neuron,False,True,True,False,True,58b01044-c5e5-4b0f-8a2d-6ebf951e01ff.h5ad,7,mouse_auxiliary_only,consider targeted H5AD download after role approval and schema review,mouse dataset; any human integration requires ortholog mapping
5e765f97-1cf1-407e-a86c-e28701f4749d,ae1420fe-6630-46ed-8b3d-cc6056a66467,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types: 10X_cells_v3_AIBS,Mus musculus,71183,71183,4,0,brain,normal,astrocyte; endothelial cell; macrophage; oligodendrocyte; oligodendrocyte precursor cell,False,True,True,False,True,5e765f97-1cf1-407e-a86c-e28701f4749d.h5ad,7,mouse_auxiliary_only,consider targeted H5AD download after role approval and schema review,mouse dataset; any human integration requires ortholog mapping
50d79de5-bd17-4d14-a295-199d71ff56be,ae1420fe-6630-46ed-8b3d-cc6056a66467,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types: 10X_nuclei_v3_AIBS,Mus musculus,40166,40166,1,0,brain,normal,astrocyte; endothelial cell; macrophage; oligodendrocyte; oligodendrocyte precursor cell,False,True,True,False,True,50d79de5-bd17-4d14-a295-199d71ff56be.h5ad,7,mouse_auxiliary_only,consider targeted H5AD download after role approval and schema review,mouse dataset; any human integration requires ortholog mapping
0e1c7067-8833-4f54-8847-ad7d33d09c10,886ff63c-af9e-4fcc-9c51-64a92cb6fd48,Transcriptional profiling of murine oligodendrocyte precursor cells across the lifespan,Transcriptional profiling of murine oligodendrocyte precursor cells across the lifespan,Mus musculus,38807,38807,20,0,brain; cerebral cortex,normal,oligodendrocyte precursor cell,False,True,True,False,True,0e1c7067-8833-4f54-8847-ad7d33d09c10.h5ad,7,mouse_auxiliary_only,consider targeted H5AD download after role approval and schema review,mouse dataset; any human integration requires ortholog mapping
28c696bb-9549-434b-9340-dc745a846f9a,45f0f67d-4b69-4a3c-a4e8-a63b962e843f,Shared and distinct transcriptomic cell types across neocortical areas,Shared and distinct transcriptomic cell types across neocortical areas,Mus musculus,22375,22375,346,0,brain; frontal cortex,normal,astrocyte; endothelial cell; macrophage; oligodendrocyte; pericyte,False,True,True,False,True,28c696bb-9549-434b-9340-dc745a846f9a.h5ad,7,mouse_auxiliary_only,consider targeted H5AD download after role approval and schema review,mouse dataset; any human integration requires ortholog mapping
d622cee4-56e1-44ba-8b05-fd2f0f2032e6,ae1420fe-6630-46ed-8b3d-cc6056a66467,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types: SMARTer_cells_MOp,Mus musculus,6288,6288,45,0,brain,normal,astrocyte; endothelial cell,False,True,True,False,True,d622cee4-56e1-44ba-8b05-fd2f0f2032e6.h5ad,7,mouse_auxiliary_only,consider targeted H5AD download after role approval and schema review,mouse dataset; any human integration requires ortholog mapping
6347cc90-f284-41d8-a131-db4a37bd796f,0faa1af6-e504-4b88-a47b-69347e1bace5,Single-cell transcriptomics characterization of oligodendrocytes and microglia in white matter aging,Single-cell of aged oligodendrocytes,Mus musculus,6051,6051,1,0,brain,normal,oligodendrocyte,False,True,True,False,True,6347cc90-f284-41d8-a131-db4a37bd796f.h5ad,7,mouse_auxiliary_only,consider targeted H5AD download after role approval and schema review,mouse dataset; any human integration requires ortholog mapping
48101fa2-1a63-4514-b892-53ea1d3a8657,b1a879f6-5638-48d3-8f64-f6592c1b1561,Mapping the developing human immune system across organs,HSC/immune cells (all hematopoietic-derived cells),Homo sapiens,589390,152073,25,0,,normal,macrophage; monocyte,False,True,False,False,True,48101fa2-1a63-4514-b892-53ea1d3a8657.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
fd072bc3-2dfb-46f8-b4e3-467cb3223182,b1a879f6-5638-48d3-8f64-f6592c1b1561,Mapping the developing human immune system across organs,Full dataset of single-cell RNA-seq profiles from 9 developmental tissues across gestation (4-17 pcw),Homo sapiens,908046,152073,25,0,,normal,macrophage; monocyte,False,True,False,False,True,fd072bc3-2dfb-46f8-b4e3-467cb3223182.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
2aa1c93c-4ef3-4e9a-98e7-0bd37933953c,b1a879f6-5638-48d3-8f64-f6592c1b1561,Mapping the developing human immune system across organs,Myeloid cells,Homo sapiens,218758,148771,25,0,,normal,macrophage; monocyte,False,True,False,False,True,2aa1c93c-4ef3-4e9a-98e7-0bd37933953c.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
f72958f5-7f42-4ebb-98da-445b0c6de516,2f75d249-1bec-459b-bf2b-b86221097ced,Azimuth meta-analysis of human scRNA-seq datasets,Human - Lung v2 (HLCA),Homo sapiens,584884,138373,94,0,,normal,macrophage; monocyte,False,True,False,False,True,f72958f5-7f42-4ebb-98da-445b0c6de516.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
67b6b9ac-b841-42ce-b2d4-ed2ec12327bd,4429f25e-5c91-4981-9cf2-6a1044c36732,Single cell atlas of large B-cell lymphoma,Single cell atlas of LBCL (LME),Homo sapiens,598289,136373,226,0,,normal,macrophage; monocyte,False,True,False,False,True,67b6b9ac-b841-42ce-b2d4-ed2ec12327bd.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
1b350d0a-4535-4879-beb6-1142f3f94947,cc431242-35ea-41e1-a100-41e0dec2665b,Multimodal profiling reveals tissue-directed signatures of human immune cells altered with age,Immune aging project - all cells,Homo sapiens,1281499,124931,24,0,,normal,macrophage,False,True,False,False,True,1b350d0a-4535-4879-beb6-1142f3f94947.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
11ae668a-88c2-4d86-ba08-524fe576a882,cc431242-35ea-41e1-a100-41e0dec2665b,Multimodal profiling reveals tissue-directed signatures of human immune cells altered with age,Immune aging project - myeloid cell subset,Homo sapiens,225268,118259,24,0,,normal,macrophage,False,True,False,False,True,11ae668a-88c2-4d86-ba08-524fe576a882.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
f14bc322-1322-4184-8d16-409557525ea5,07e12576-b41b-4350-adfc-059bfc4328ea,Single-cell RNA-seq analysis of Interstitial Lung Disease (ILD) subtypes,Single-cell RNA-seq analysis of Interstitial Lung Disease (ILD) subtypes,Homo sapiens,471905,106626,117,0,,normal,macrophage; monocyte,False,True,False,False,True,f14bc322-1322-4184-8d16-409557525ea5.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
1a9f3b38-b86d-416d-bbdc-9058ad3ff42d,48c15b0c-6039-4e0f-9668-b6b3c0b830ad,Single cell atlas of the human retinal pigment epithelium and the choroid,snRNA-seq of human of the human retinal pigment epithelium and the choroid - fetal data included,Homo sapiens,851993,56830,60,0,,normal,macrophage; monocyte,False,True,False,False,True,1a9f3b38-b86d-416d-bbdc-9058ad3ff42d.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
493a8b60-d676-44d1-b022-d14c1ad0b36c,854c0855-23ad-4362-8b77-6b1639e7a9fc,Automatic cell-type harmonization and integration across Human Cell Atlas datasets,Lung,Homo sapiens,318426,54140,43,0,,normal,macrophage,False,True,False,False,True,493a8b60-d676-44d1-b022-d14c1ad0b36c.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
978a566a-dc27-478d-b306-26daba116c1f,0cbf8ef8-87bd-4b51-8521-ec3f68183e11,Single cell atlas of the human trabecular meshwork and ciliary body,snRNA-seq of human ocular anterior segment: trabecular meshwork and ciliary body,Homo sapiens,1102250,48919,70,0,,normal,macrophage,False,True,False,False,True,978a566a-dc27-478d-b306-26daba116c1f.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
53d9dafe-deb9-40b2-8bb4-38774fc8fc02,48c15b0c-6039-4e0f-9668-b6b3c0b830ad,Single cell atlas of the human retinal pigment epithelium and the choroid,snRNA-seq of human of the human retinal pigment epithelium and the choroid - all cells,Homo sapiens,566546,48893,51,0,,normal,macrophage,False,True,False,False,True,53d9dafe-deb9-40b2-8bb4-38774fc8fc02.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
9dbab10c-118d-496b-966a-67f1763a6b7d,0a839c4b-10d0-4d64-9272-684c49a2c8ba,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,Homo sapiens,1462702,45756,193,0,,normal,macrophage; monocyte,False,True,False,False,True,9dbab10c-118d-496b-966a-67f1763a6b7d.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
242c6e7f-9016-4048-af70-d631f5eea188,ecb739c5-fe0d-4b48-81c6-217c4d64eec4,COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,"Circulating Immune cells -- CV19 infection, vaccination and HC",Homo sapiens,189902,37189,14,0,,normal,monocyte,False,True,False,False,True,242c6e7f-9016-4048-af70-d631f5eea188.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
e84f2780-51e8-4cfa-8aa0-13bbfef677c7,74e10dc4-cbb2-4605-a189-8a1cd8e44d8c,Spatial proteogenomics reveals distinct and evolutionarily conserved hepatic macrophage niches,All cells from human liver dataset,Homo sapiens,167598,36715,17,0,,normal,macrophage; monocyte,False,True,False,False,True,e84f2780-51e8-4cfa-8aa0-13bbfef677c7.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
55003f67-c494-46f1-83fb-902745646379,48259aa8-f168-4bf5-b797-af8e88da6637,Human breast cell atlas,Integrated HBCA,Homo sapiens,2122065,35742,269,0,,normal,macrophage,False,True,False,False,True,55003f67-c494-46f1-83fb-902745646379.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
16023185-de21-4c0d-a9c8-73abdd52d142,4d82bd8e-8827-410b-8fc7-685b7dd92585,Spatially organized multicellular immune hubs in human colorectal cancer,All Cells,Homo sapiens,370115,34522,62,0,,normal,macrophage; monocyte,False,True,False,False,True,16023185-de21-4c0d-a9c8-73abdd52d142.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
1e517707-295a-408d-809c-5b1ed4dbeda4,4d82bd8e-8827-410b-8fc7-685b7dd92585,Spatially organized multicellular immune hubs in human colorectal cancer,Myeloid cells,Homo sapiens,42114,34522,62,0,,normal,macrophage; monocyte,False,True,False,False,True,1e517707-295a-408d-809c-5b1ed4dbeda4.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
9bf9dd7d-e23e-49ee-95cc-11df3bd61769,4d82bd8e-8827-410b-8fc7-685b7dd92585,Spatially organized multicellular immune hubs in human colorectal cancer,Immune cells,Homo sapiens,182548,34522,62,0,,normal,macrophage; monocyte,False,True,False,False,True,9bf9dd7d-e23e-49ee-95cc-11df3bd61769.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
a37f857c-779f-464e-9310-3db43a1811e7,5c868b6f-62c5-4532-9d7f-a346ad4b50a7,The landscape of immune dysregulation in Crohn’s disease revealed through single-cell transcriptomic profiling in the ileum and colon,TI immune,Homo sapiens,201072,31239,41,0,,normal,macrophage; monocyte,False,True,False,False,True,a37f857c-779f-464e-9310-3db43a1811e7.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
fa8605cf-f27e-44af-ac2a-476bee4410d3,0434a9d4-85fd-4554-b8e3-cf6c582bb2fa,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,PBMCs,Homo sapiens,59506,29878,15,0,,normal,monocyte,False,True,False,False,True,fa8605cf-f27e-44af-ac2a-476bee4410d3.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
74cff64f-9da9-4b2a-9b3b-8a04a1598040,e2c257e7-6f79-487c-b81c-39451cd4ab3c,Spatial multiomics map of trophoblast development in early pregnancy,All donors all cell states (in vivo),Homo sapiens,325665,27669,34,0,,normal,macrophage,False,True,False,False,True,74cff64f-9da9-4b2a-9b3b-8a04a1598040.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
19053a82-9c89-4fb8-bd19-d7b1800b0b7b,f11cb29c-b546-4738-9bd8-66ea621a7bd5,Single-cell integration reveals metaplasia in inflammatory gut diseases,Extended+ - 18485 genes,Homo sapiens,1596200,25031,214,0,,normal,macrophage; monocyte,False,True,False,False,True,19053a82-9c89-4fb8-bd19-d7b1800b0b7b.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
40a0ade8-6067-4e22-9224-4d3c5e9bfc0d,f11cb29c-b546-4738-9bd8-66ea621a7bd5,Single-cell integration reveals metaplasia in inflammatory gut diseases,Extended - Myeloid_with_neutrophils,Homo sapiens,52404,25031,214,0,,normal,macrophage; monocyte,False,True,False,False,True,40a0ade8-6067-4e22-9224-4d3c5e9bfc0d.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
9c235282-2b6f-4f74-8f16-7d3ac1b51371,f11cb29c-b546-4738-9bd8-66ea621a7bd5,Single-cell integration reveals metaplasia in inflammatory gut diseases,Extended - Myeloid cells,Homo sapiens,50570,25031,214,0,,normal,macrophage; monocyte,False,True,False,False,True,9c235282-2b6f-4f74-8f16-7d3ac1b51371.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
e6aaf5a4-16e9-4ea6-9733-4eafd4e473d3,f11cb29c-b546-4738-9bd8-66ea621a7bd5,Single-cell integration reveals metaplasia in inflammatory gut diseases,Extended - All genes,Homo sapiens,1358573,25031,214,0,,normal,macrophage; monocyte,False,True,False,False,True,e6aaf5a4-16e9-4ea6-9733-4eafd4e473d3.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
8560f809-5794-484e-9152-b63efa91d134,0cbf8ef8-87bd-4b51-8521-ec3f68183e11,Single cell atlas of the human trabecular meshwork and ciliary body,scRNA-seq of human ocular anterior segment: trabecular meshwork and ciliary body,Homo sapiens,332995,24437,35,0,,normal,macrophage,False,True,False,False,True,8560f809-5794-484e-9152-b63efa91d134.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
5af90777-6760-4003-9dba-8f945fec6fdf,f7cecffa-00b4-4560-a29a-8ad626b8ee08,Mapping single-cell transcriptomes in the intra-tumoral and associated territories of kidney cancer,Single-cell transcriptomic datasets of Renal cell carcinoma patients,Homo sapiens,270855,23349,12,0,,normal,macrophage,False,True,False,False,True,5af90777-6760-4003-9dba-8f945fec6fdf.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
43245158-5ae1-4e71-a9a6-67eef49c26bc,8f17ac63-aaba-44b5-9b78-60f121da4c2f,A Coding and Non-Coding Atlas of the Human Arterial Cell,scRNA-seq of vascular tissue,Homo sapiens,113304,20870,6,0,,normal,macrophage,False,True,False,False,True,43245158-5ae1-4e71-a9a6-67eef49c26bc.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
4a5b00e0-1ba3-4fd4-af89-d3512eb20720,5542eeb0-96ef-4ab9-95ea-eb6abc178461,"Human circulating hematopoietic stem and progenitor cells in aging, cytopenia and MDS",human cHSPCs - Ultima,Homo sapiens,516121,20643,106,0,,normal,monocyte,False,True,False,False,True,4a5b00e0-1ba3-4fd4-af89-d3512eb20720.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
dfdf1ae2-d624-4004-9353-f18b902f6bca,74e10dc4-cbb2-4605-a189-8a1cd8e44d8c,Spatial proteogenomics reveals distinct and evolutionarily conserved hepatic macrophage niches,Myeloid cells from human liver dataset,Homo sapiens,40821,20404,14,0,,normal,macrophage; monocyte,False,True,False,False,True,dfdf1ae2-d624-4004-9353-f18b902f6bca.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
2a156c92-c62f-4a51-b340-9df09caa589c,fe0e718d-2ee9-42cc-894b-0b490f437dfd,A single-cell atlas of human and mouse white adipose tissue,A Single-Cell Atlas of Human White Adipose Tissue - Human immune cells,Homo sapiens,34268,20261,21,0,,normal,macrophage; monocyte,False,True,False,False,True,2a156c92-c62f-4a51-b340-9df09caa589c.h5ad,6,peripheral_immune_plausibility,metadata/schema only unless explicitly needed for peripheral plausibility,peripheral immune signal is not direct brain microglia validation
