path,stage_or_source,artifact_class,joinability_status,recommended_use,columns_sample
results/tables/microglia_pvm_jepa_ema_var_expanded_balanced_e30_cell_embeddings.csv,microglia_pvm_jepa,cell_embedding,donor_level_join_only,use_for_donor_context_not_cell_extraction,Unnamed: 0;Donor ID;jepa_0;jepa_1;jepa_2;jepa_3;jepa_4;jepa_5;jepa_6;jepa_7;jepa_8;jepa_9;jepa_10;jepa_11;jepa_12;jepa_13;jepa_14;jepa_15;jepa_16;jepa_17;jepa_18;jepa_19;jepa_20;jepa_21;jepa_22
results/tables/microglia_pvm_jepa_ema_var_expanded_balanced_e40_cell_embeddings.csv,microglia_pvm_jepa,cell_embedding,donor_level_join_only,use_for_donor_context_not_cell_extraction,Unnamed: 0;Donor ID;jepa_0;jepa_1;jepa_2;jepa_3;jepa_4;jepa_5;jepa_6;jepa_7;jepa_8;jepa_9;jepa_10;jepa_11;jepa_12;jepa_13;jepa_14;jepa_15;jepa_16;jepa_17;jepa_18;jepa_19;jepa_20;jepa_21;jepa_22
results/tables/microglia_pvm_jepa_expanded_modules_balanced_e40_cell_embeddings.csv,microglia_pvm_jepa,cell_embedding,donor_level_join_only,use_for_donor_context_not_cell_extraction,Unnamed: 0;Donor ID;jepa_0;jepa_1;jepa_2;jepa_3;jepa_4;jepa_5;jepa_6;jepa_7;jepa_8;jepa_9;jepa_10;jepa_11;jepa_12;jepa_13;jepa_14;jepa_15;jepa_16;jepa_17;jepa_18;jepa_19;jepa_20;jepa_21;jepa_22
results/tables/microglia_pvm_jepa_expanded_modules_balanced_e80_cell_embeddings.csv,microglia_pvm_jepa,cell_embedding,donor_level_join_only,use_for_donor_context_not_cell_extraction,Unnamed: 0;Donor ID;jepa_0;jepa_1;jepa_2;jepa_3;jepa_4;jepa_5;jepa_6;jepa_7;jepa_8;jepa_9;jepa_10;jepa_11;jepa_12;jepa_13;jepa_14;jepa_15;jepa_16;jepa_17;jepa_18;jepa_19;jepa_20;jepa_21;jepa_22
results/tables/microglia_pvm_jepa_mixed_cell_embeddings.csv,microglia_pvm_jepa,cell_embedding,donor_level_join_only,use_for_donor_context_not_cell_extraction,Unnamed: 0;Donor ID;jepa_0;jepa_1;jepa_2;jepa_3;jepa_4;jepa_5;jepa_6;jepa_7;jepa_8;jepa_9;jepa_10;jepa_11;jepa_12;jepa_13;jepa_14;jepa_15;jepa_16;jepa_17;jepa_18;jepa_19;jepa_20;jepa_21;jepa_22
results/tables/microglia_pvm_jepa_module_preserved_cell_embeddings.csv,microglia_pvm_jepa,cell_embedding,donor_level_join_only,use_for_donor_context_not_cell_extraction,Unnamed: 0;Donor ID;jepa_0;jepa_1;jepa_2;jepa_3;jepa_4;jepa_5;jepa_6;jepa_7;jepa_8;jepa_9;jepa_10;jepa_11;jepa_12;jepa_13;jepa_14;jepa_15;jepa_16;jepa_17;jepa_18;jepa_19;jepa_20;jepa_21;jepa_22
results/tables/pathology_latent_weights.csv,unknown,latent_or_attribution,not_cell_joinable,supplemental_inventory_only,target;latent_dimension;mean_coefficient;std_coefficient;mean_abs_coefficient;fold_1_coef;fold_2_coef;fold_3_coef;fold_4_coef;fold_5_coef
results/tables/stage39h_latent_plus_safe_context_results_v1.csv,unknown,latent_or_attribution,not_cell_joinable,supplemental_inventory_only,candidate_id;feature_set_id;mean_pooled_oof_spearman;min_target_spearman;n_targets
results/tables/stage_a_frozen_cellxgene_normal_microglia_coordinates.csv,stage_a,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/tables/stage_a_frozen_sea_ad_low_pathology_relaxed_coordinates.csv,stage_a,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/tables/stage_a_frozen_sea_ad_low_pathology_strict_coordinates.csv,stage_a,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/tables/stage_b_rehearsal_cellxgene_normal_microglia_coordinates.csv,stage_b,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/tables/stage_b_rehearsal_sea_ad_low_pathology_relaxed_coordinates.csv,stage_b,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/tables/stage_c_elastic_cov001_epoch_005_latent_space_evaluation_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_elastic_cov001_epoch_005_latent_space_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/tables/stage_c_elastic_cov001_epoch_005_sea_ad_microglia_pvm_all_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/tables/stage_c_elastic_cov001_epoch_010_latent_space_evaluation_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_elastic_cov001_epoch_010_latent_space_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/tables/stage_c_elastic_cov001_epoch_010_sea_ad_microglia_pvm_all_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/tables/stage_c_elastic_w005_epoch_005_latent_space_evaluation_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_elastic_w005_epoch_005_latent_space_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/tables/stage_c_elastic_w005_epoch_005_sea_ad_microglia_pvm_all_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/tables/stage_c_elastic_w005_epoch_010_latent_space_evaluation_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_elastic_w005_epoch_010_latent_space_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/tables/stage_c_elastic_w005_epoch_010_sea_ad_microglia_pvm_all_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/tables/stage_c_epoch_005_latent_space_evaluation_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_epoch_005_latent_space_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/tables/stage_c_epoch_005_sea_ad_microglia_pvm_all_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/tables/stage_c_epoch_010_latent_space_evaluation_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_epoch_010_latent_space_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/tables/stage_c_epoch_010_sea_ad_microglia_pvm_all_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/tables/stage_c_epoch_015_latent_space_evaluation_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_epoch_015_latent_space_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/tables/stage_c_epoch_015_sea_ad_microglia_pvm_all_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/tables/stage_c_fine_01_r007_cov0005_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_fine_02_r007_cov001_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_fine_03_r010_cov0005_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_fine_04_r010_cov002_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_fine_05_r012_cov001_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_fine_06_r015_cov001_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_fine_loose_01_r005_cov0005_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_fine_loose_02_r005_cov001_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_fine_loose_03_r010_cov0005_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_fine_loose_04_r010_cov002_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_fine_loose_05_r020_cov001_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_latent_space_evaluation_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_latent_space_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/tables/stage_c_rehearsal_cellxgene_normal_microglia_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/tables/stage_c_rehearsal_sea_ad_low_pathology_relaxed_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/tables/stage_c_rehearsal_sea_ad_microglia_pvm_all_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/tables/stage_c_sweep_01_base_elastic_epoch_005_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/tables/stage_c_sweep_01_base_elastic_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_sweep_01_base_elastic_epoch_005_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/tables/stage_c_sweep_01_base_elastic_epoch_010_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/tables/stage_c_sweep_01_base_elastic_epoch_010_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_sweep_01_base_elastic_epoch_010_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/tables/stage_c_sweep_02_goldilocks_epoch_005_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/tables/stage_c_sweep_02_goldilocks_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_sweep_02_goldilocks_epoch_005_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/tables/stage_c_sweep_02_goldilocks_epoch_010_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/tables/stage_c_sweep_02_goldilocks_epoch_010_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_sweep_02_goldilocks_epoch_010_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/tables/stage_c_sweep_03_mod_cov_epoch_005_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/tables/stage_c_sweep_03_mod_cov_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_sweep_03_mod_cov_epoch_005_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/tables/stage_c_sweep_03_mod_cov_epoch_010_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/tables/stage_c_sweep_03_mod_cov_epoch_010_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_sweep_03_mod_cov_epoch_010_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/tables/stage_c_sweep_04_loose_anchor_epoch_005_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/tables/stage_c_sweep_04_loose_anchor_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_sweep_04_loose_anchor_epoch_005_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/tables/stage_c_sweep_04_loose_anchor_epoch_010_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/tables/stage_c_sweep_04_loose_anchor_epoch_010_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_sweep_04_loose_anchor_epoch_010_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/tables/stage_c_sweep_05_tight_anchor_epoch_005_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/tables/stage_c_sweep_05_tight_anchor_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_sweep_05_tight_anchor_epoch_005_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/tables/stage_c_sweep_05_tight_anchor_epoch_010_coordinates.csv,stage_c,coordinate,direct_cell_and_donor_join_candidate,intersect_with_stage64_rare_cells_and_compare_embeddings_or_scores,cell_id;donor_id;anchor_type;z_0;z_1;z_2;z_3;z_4;z_5;z_6;z_7;z_8;z_9;z_10;z_11;z_12;z_13;z_14;z_15;z_16;z_17;z_18;z_19;z_20;z_21
results/tables/stage_c_sweep_05_tight_anchor_epoch_010_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/stage_c_sweep_05_tight_anchor_epoch_010_umap_coordinates.csv,stage_c,coordinate,donor_level_join_only,use_for_donor_context_not_cell_extraction,Donor ID;representation;x;y;percent AT8 positive area_Grey matter;percent NeuN positive area_Grey matter;percent 6e10 positive area_Grey matter;percent GFAP positive area_Grey matter;percent Iba1 positive area_Grey matter
results/tables/stage_c_upgrade_fine_08_pathology_latent_weights.csv,stage_c,latent_or_attribution,not_cell_joinable,supplemental_inventory_only,target;latent_dimension;mean_coefficient;std_coefficient;mean_abs_coefficient;fold_1_coef;fold_2_coef;fold_3_coef;fold_4_coef;fold_5_coef
results/tables/stage_c_upgrade_fine_08_r0045_cov0005_pc0075_epoch_005_latent_metrics.csv,stage_c,latent_or_attribution,donor_level_join_only,use_for_donor_context_not_cell_extraction,representation;target;n_donors;pathology_tertile_silhouette;knn_spearman;knn_r2;knn_mae
results/tables/v2_1_fine_bridge_06_latent_gene_attributions.csv,v2_1,latent_or_attribution,not_cell_joinable,supplemental_inventory_only,model;latent_dimension;latent_id;rank;gene;signed_attribution;abs_attribution;module_annotations;is_hpa_fda_drug_target;is_hpa_predicted_membrane;is_hpa_predicted_secreted
results/tables/v2_1_fine_bridge_06_latent_jacobian_matrix.csv,v2_1,latent_or_attribution,not_cell_joinable,supplemental_inventory_only,model;source_z_0;source_z_1;source_z_2;source_z_3;source_z_4;source_z_5;source_z_6;source_z_7;source_z_8;source_z_9;source_z_10;source_z_11;source_z_12;source_z_13;source_z_14;source_z_15;source_z_16;source_z_17;source_z_18;source_z_19;source_z_20;source_z_21;source_z_22;source_z_23
