resource_id,resource_path,resource_type,parse_status,gene_column,term_column,category_column,evidence_column,target_scope_column,species_column,disease_scope_column,n_rows,n_gene_rows,stable_schema_available,exclusion_reason
resource_327,results\reports\discovery_targeted_manifold_audit_gene_list_v1.md,markdown_gene_mentions,parsed_markdown_or_text_exact_gene_mentions,,,,,,,,0,10,True,
resource_328,results\reports\discovery_targeted_manifold_audit_smoke_v1_feasibility.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_329,results\reports\discovery_targeted_manifold_audit_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_330,results\reports\discovery_targeted_manifold_audit_v1_feasibility.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_331,results\reports\discovery_tier1_pending_manifold_audit_v1_feasibility.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_332,results\reports\existing_graph_jepa_env_package_audit_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_333,results\reports\existing_graph_jepa_env_selection_recommendation_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_334,results\reports\existing_v1_no_graph_ablation_compatibility_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_335,results\reports\external_validation_gse174367.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_336,results\reports\external_validation_gse174367_smoke.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_337,results\reports\graph_ablation_edge_set_manifest_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_338,results\reports\graph_jepa_v3_benchmark_discovery_design_spec_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_339,results\reports\graph_jepa_v3_causal_inference_layer_spec_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_340,results\reports\jepa_representation_overlays.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_341,results\reports\jepa_v2_translational_actionability.md,markdown_gene_mentions,parsed_markdown_or_text_exact_gene_mentions,,,,,,,,0,7,True,
resource_342,results\reports\microglia_pvm_hypothesis_report.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_343,results\reports\microglia_pvm_integrated_report.md,markdown_gene_mentions,parsed_markdown_or_text_exact_gene_mentions,,,,,,,,0,37,True,
resource_344,results\reports\no_graph_ablation_predictive_representation_comparison_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_345,results\reports\no_graph_ablation_preflight_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_346,results\reports\no_graph_ablation_training_run_manifest_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_347,results\reports\open_validation_framework_plan_v1.md,markdown_gene_mentions,parsed_markdown_or_text_exact_gene_mentions,,,,,,,,0,1,True,
resource_348,results\reports\sea_ad_full_metadata_covariate_audit.md,markdown_gene_mentions,parsed_markdown_or_text_exact_gene_mentions,,,,,,,,0,1,True,
resource_349,results\reports\sea_ad_low_pathology_anchor_audit.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_350,results\reports\shuffled_graph_ablation_preflight_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_351,results\reports\shuffled_graph_ablation_training_command_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_352,results\reports\stage27c_rescue_report_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_353,results\reports\stage27_external_pretraining_readiness_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_354,results\reports\stage27_failure_diagnosis_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_355,results\reports\stage27_non_graph_v3_report_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_356,results\reports\stage30_graph_controls_report_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_357,results\reports\stage31_residual_graph_controls_report_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_358,results\reports\stage32b_approved_external_pretraining_matrix_report_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_359,results\reports\stage32c_bulk_approved_external_acquisition_report_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_360,results\reports\stage32_external_pretraining_matrix_report_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_361,results\reports\stage33a_external_pretrained_jepa_report_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_362,results\reports\stage33b_external_pretrained_jepa_report_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_363,results\reports\stage33c_external_pretrained_diagnostic_rescue_report_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_364,results\reports\stage34a_hbca_microglia_filtered_external_pretraining_report_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_365,results\reports\stage34b_hbcc_external_pretraining_report_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_366,results\reports\stage35a_target_aware_weak_graph_rescue_report_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_367,results\reports\stage35b_graph_laplacian_regularized_ridge_report_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_368,results\reports\stage35c_latent_module_graph_report_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_369,results\reports\stage35d_perturbation_graph_diagnostic_report_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_370,results\reports\stage35e_graph_diagnostics_synthesis_report_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_371,results\reports\stage36a_agent_readable_hypotheses_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_372,results\reports\stage36a_module_counterfactual_agent_report_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_373,results\reports\stage_c_upgrade_fine_08_hypothesis_report.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_374,results\reports\strict_shuffled_graph_ablation_predictive_representation_comparison_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_375,results\reports\strict_shuffled_graph_ablation_preflight_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_376,results\reports\strict_shuffled_graph_ablation_training_command_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_377,results\reports\strict_shuffled_graph_ablation_training_run_manifest_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_378,results\reports\strict_shuffled_graph_edge_generation_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_379,results\reports\v1_microglia_biological_hypotheses.md,markdown_gene_mentions,parsed_markdown_or_text_exact_gene_mentions,,,,,,,,0,15,True,
resource_380,results\reports\v2_1_microglia_biological_hypotheses.md,markdown_gene_mentions,parsed_markdown_or_text_exact_gene_mentions,,,,,,,,0,84,True,
resource_381,results\reports\v2_1_multitarget_counterfactual_stability.md,markdown_gene_mentions,parsed_markdown_or_text_exact_gene_mentions,,,,,,,,0,6,True,
resource_382,results\reports\v2_1_named_biological_programs.md,markdown_gene_mentions,parsed_markdown_or_text_exact_gene_mentions,,,,,,,,0,44,True,
resource_383,results\reports\v2_2_cellxgene_alignment_stats.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_384,results\reports\v2_graph_foundation.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_385,results\reports\v3_cellxgene_relevant_dataset_search_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_386,results\reports\v3_external_dataset_role_assignment_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_387,results\reports\v3_generalization_stability_gates_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_388,results\reports\v3_locked_benchmark_harness_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_389,results\reports\v3_primary_baseline_benchmark_suite_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_390,results\reports\v3_primary_baseline_protocol_audit_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_391,results\reports\v3_public_external_dataset_schema_audit_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
resource_392,results\reports\v3_reusable_asset_inventory_v1.md,markdown_gene_mentions,parsed_markdown_or_text_exact_gene_mentions,,,,,,,,0,1,True,
resource_393,results\reports\v3_status_scorecard_dataset_registry_lock_v1.md,unknown_schema,no_parse,,,,,,,,0,0,False,no_exact_query_gene_match_or_no_gene_schema
