target,target_key,gene,module,hypothesis_type,candidate_or_module,validation_category,proposed_next_step,required_data_or_assay,expected_output_if_run_later,stage36d_status,key_limitation,allowed_claim_if_completed_later,disallowed_claim_language_now
Iba1,Iba1,HMOX1,module_pca_component_1,gene_level,HMOX1,immunostaining / pathology colocalization,Plan immunostaining / pathology colocalization for frozen Stage 36D hypothesis HMOX1; not run in Stage 36D.,protein/pathology staining or imaging colocalization assay,"candidate/pathology colocalization evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,HMOX1,module_pca_component_1,gene_level,HMOX1,literature/manual biological review,Plan literature/manual biological review for frozen Stage 36D hypothesis HMOX1; not run in Stage 36D.,curated manual review of prior biology and local grounding records,manual evidence table and claim-boundary update,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,NQO1,module_pca_component_1,gene_level,NQO1,independent cohort replication,Plan independent cohort replication for frozen Stage 36D hypothesis NQO1; not run in Stage 36D.,independent donor-level expression and pathology measurements with pre-specified features,replication/non-replication of the frozen Stage 36C association pattern,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,NQO1,module_pca_component_1,gene_level,NQO1,spatial transcriptomic confirmation,Plan spatial transcriptomic confirmation for frozen Stage 36D hypothesis NQO1; not run in Stage 36D.,spatial expression data aligned to pathology or regional annotations,evidence on whether candidate expression localizes with relevant tissue context,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,NQO1,module_pca_component_1,gene_level,NQO1,single-cell expression confirmation,Plan single-cell expression confirmation for frozen Stage 36D hypothesis NQO1; not run in Stage 36D.,single-cell or single-nucleus expression with cell-type labels,cell-type context for candidate/module expression,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,NQO1,module_pca_component_1,gene_level,NQO1,perturbation experiment,Plan perturbation experiment for frozen Stage 36D hypothesis NQO1; not run in Stage 36D.,pre-registered experimental perturbation design with outcome readouts,"direct perturbational evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,NQO1,module_pca_component_1,gene_level,NQO1,immunostaining / pathology colocalization,Plan immunostaining / pathology colocalization for frozen Stage 36D hypothesis NQO1; not run in Stage 36D.,protein/pathology staining or imaging colocalization assay,"candidate/pathology colocalization evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,NQO1,module_pca_component_1,gene_level,NQO1,literature/manual biological review,Plan literature/manual biological review for frozen Stage 36D hypothesis NQO1; not run in Stage 36D.,curated manual review of prior biology and local grounding records,manual evidence table and claim-boundary update,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,SOD2,module_pca_component_1,gene_level,SOD2,independent cohort replication,Plan independent cohort replication for frozen Stage 36D hypothesis SOD2; not run in Stage 36D.,independent donor-level expression and pathology measurements with pre-specified features,replication/non-replication of the frozen Stage 36C association pattern,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,SOD2,module_pca_component_1,gene_level,SOD2,spatial transcriptomic confirmation,Plan spatial transcriptomic confirmation for frozen Stage 36D hypothesis SOD2; not run in Stage 36D.,spatial expression data aligned to pathology or regional annotations,evidence on whether candidate expression localizes with relevant tissue context,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,SOD2,module_pca_component_1,gene_level,SOD2,single-cell expression confirmation,Plan single-cell expression confirmation for frozen Stage 36D hypothesis SOD2; not run in Stage 36D.,single-cell or single-nucleus expression with cell-type labels,cell-type context for candidate/module expression,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,SOD2,module_pca_component_1,gene_level,SOD2,perturbation experiment,Plan perturbation experiment for frozen Stage 36D hypothesis SOD2; not run in Stage 36D.,pre-registered experimental perturbation design with outcome readouts,"direct perturbational evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,SOD2,module_pca_component_1,gene_level,SOD2,immunostaining / pathology colocalization,Plan immunostaining / pathology colocalization for frozen Stage 36D hypothesis SOD2; not run in Stage 36D.,protein/pathology staining or imaging colocalization assay,"candidate/pathology colocalization evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,SOD2,module_pca_component_1,gene_level,SOD2,literature/manual biological review,Plan literature/manual biological review for frozen Stage 36D hypothesis SOD2; not run in Stage 36D.,curated manual review of prior biology and local grounding records,manual evidence table and claim-boundary update,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,SOD1,module_pca_component_1,gene_level,SOD1,independent cohort replication,Plan independent cohort replication for frozen Stage 36D hypothesis SOD1; not run in Stage 36D.,independent donor-level expression and pathology measurements with pre-specified features,replication/non-replication of the frozen Stage 36C association pattern,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,SOD1,module_pca_component_1,gene_level,SOD1,spatial transcriptomic confirmation,Plan spatial transcriptomic confirmation for frozen Stage 36D hypothesis SOD1; not run in Stage 36D.,spatial expression data aligned to pathology or regional annotations,evidence on whether candidate expression localizes with relevant tissue context,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,SOD1,module_pca_component_1,gene_level,SOD1,single-cell expression confirmation,Plan single-cell expression confirmation for frozen Stage 36D hypothesis SOD1; not run in Stage 36D.,single-cell or single-nucleus expression with cell-type labels,cell-type context for candidate/module expression,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,SOD1,module_pca_component_1,gene_level,SOD1,perturbation experiment,Plan perturbation experiment for frozen Stage 36D hypothesis SOD1; not run in Stage 36D.,pre-registered experimental perturbation design with outcome readouts,"direct perturbational evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,SOD1,module_pca_component_1,gene_level,SOD1,immunostaining / pathology colocalization,Plan immunostaining / pathology colocalization for frozen Stage 36D hypothesis SOD1; not run in Stage 36D.,protein/pathology staining or imaging colocalization assay,"candidate/pathology colocalization evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,SOD1,module_pca_component_1,gene_level,SOD1,literature/manual biological review,Plan literature/manual biological review for frozen Stage 36D hypothesis SOD1; not run in Stage 36D.,curated manual review of prior biology and local grounding records,manual evidence table and claim-boundary update,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,GPX4,module_pca_component_1,gene_level,GPX4,independent cohort replication,Plan independent cohort replication for frozen Stage 36D hypothesis GPX4; not run in Stage 36D.,independent donor-level expression and pathology measurements with pre-specified features,replication/non-replication of the frozen Stage 36C association pattern,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,GPX4,module_pca_component_1,gene_level,GPX4,spatial transcriptomic confirmation,Plan spatial transcriptomic confirmation for frozen Stage 36D hypothesis GPX4; not run in Stage 36D.,spatial expression data aligned to pathology or regional annotations,evidence on whether candidate expression localizes with relevant tissue context,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,GPX4,module_pca_component_1,gene_level,GPX4,single-cell expression confirmation,Plan single-cell expression confirmation for frozen Stage 36D hypothesis GPX4; not run in Stage 36D.,single-cell or single-nucleus expression with cell-type labels,cell-type context for candidate/module expression,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,GPX4,module_pca_component_1,gene_level,GPX4,perturbation experiment,Plan perturbation experiment for frozen Stage 36D hypothesis GPX4; not run in Stage 36D.,pre-registered experimental perturbation design with outcome readouts,"direct perturbational evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,GPX4,module_pca_component_1,gene_level,GPX4,immunostaining / pathology colocalization,Plan immunostaining / pathology colocalization for frozen Stage 36D hypothesis GPX4; not run in Stage 36D.,protein/pathology staining or imaging colocalization assay,"candidate/pathology colocalization evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
Iba1,Iba1,GPX4,module_pca_component_1,gene_level,GPX4,literature/manual biological review,Plan literature/manual biological review for frozen Stage 36D hypothesis GPX4; not run in Stage 36D.,curated manual review of prior biology and local grounding records,manual evidence table and claim-boundary update,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,CTSB,module_pca_component_2,gene_level,CTSB,independent cohort replication,Plan independent cohort replication for frozen Stage 36D hypothesis CTSB; not run in Stage 36D.,independent donor-level expression and pathology measurements with pre-specified features,replication/non-replication of the frozen Stage 36C association pattern,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,CTSB,module_pca_component_2,gene_level,CTSB,spatial transcriptomic confirmation,Plan spatial transcriptomic confirmation for frozen Stage 36D hypothesis CTSB; not run in Stage 36D.,spatial expression data aligned to pathology or regional annotations,evidence on whether candidate expression localizes with relevant tissue context,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,CTSB,module_pca_component_2,gene_level,CTSB,single-cell expression confirmation,Plan single-cell expression confirmation for frozen Stage 36D hypothesis CTSB; not run in Stage 36D.,single-cell or single-nucleus expression with cell-type labels,cell-type context for candidate/module expression,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,CTSB,module_pca_component_2,gene_level,CTSB,perturbation experiment,Plan perturbation experiment for frozen Stage 36D hypothesis CTSB; not run in Stage 36D.,pre-registered experimental perturbation design with outcome readouts,"direct perturbational evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,CTSB,module_pca_component_2,gene_level,CTSB,immunostaining / pathology colocalization,Plan immunostaining / pathology colocalization for frozen Stage 36D hypothesis CTSB; not run in Stage 36D.,protein/pathology staining or imaging colocalization assay,"candidate/pathology colocalization evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,CTSB,module_pca_component_2,gene_level,CTSB,literature/manual biological review,Plan literature/manual biological review for frozen Stage 36D hypothesis CTSB; not run in Stage 36D.,curated manual review of prior biology and local grounding records,manual evidence table and claim-boundary update,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,LAPTM5,module_pca_component_2,gene_level,LAPTM5,independent cohort replication,Plan independent cohort replication for frozen Stage 36D hypothesis LAPTM5; not run in Stage 36D.,independent donor-level expression and pathology measurements with pre-specified features,replication/non-replication of the frozen Stage 36C association pattern,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,LAPTM5,module_pca_component_2,gene_level,LAPTM5,spatial transcriptomic confirmation,Plan spatial transcriptomic confirmation for frozen Stage 36D hypothesis LAPTM5; not run in Stage 36D.,spatial expression data aligned to pathology or regional annotations,evidence on whether candidate expression localizes with relevant tissue context,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,LAPTM5,module_pca_component_2,gene_level,LAPTM5,single-cell expression confirmation,Plan single-cell expression confirmation for frozen Stage 36D hypothesis LAPTM5; not run in Stage 36D.,single-cell or single-nucleus expression with cell-type labels,cell-type context for candidate/module expression,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,LAPTM5,module_pca_component_2,gene_level,LAPTM5,perturbation experiment,Plan perturbation experiment for frozen Stage 36D hypothesis LAPTM5; not run in Stage 36D.,pre-registered experimental perturbation design with outcome readouts,"direct perturbational evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,LAPTM5,module_pca_component_2,gene_level,LAPTM5,immunostaining / pathology colocalization,Plan immunostaining / pathology colocalization for frozen Stage 36D hypothesis LAPTM5; not run in Stage 36D.,protein/pathology staining or imaging colocalization assay,"candidate/pathology colocalization evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,LAPTM5,module_pca_component_2,gene_level,LAPTM5,literature/manual biological review,Plan literature/manual biological review for frozen Stage 36D hypothesis LAPTM5; not run in Stage 36D.,curated manual review of prior biology and local grounding records,manual evidence table and claim-boundary update,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,CTSD,module_pca_component_2,gene_level,CTSD,independent cohort replication,Plan independent cohort replication for frozen Stage 36D hypothesis CTSD; not run in Stage 36D.,independent donor-level expression and pathology measurements with pre-specified features,replication/non-replication of the frozen Stage 36C association pattern,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,CTSD,module_pca_component_2,gene_level,CTSD,spatial transcriptomic confirmation,Plan spatial transcriptomic confirmation for frozen Stage 36D hypothesis CTSD; not run in Stage 36D.,spatial expression data aligned to pathology or regional annotations,evidence on whether candidate expression localizes with relevant tissue context,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,CTSD,module_pca_component_2,gene_level,CTSD,single-cell expression confirmation,Plan single-cell expression confirmation for frozen Stage 36D hypothesis CTSD; not run in Stage 36D.,single-cell or single-nucleus expression with cell-type labels,cell-type context for candidate/module expression,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,CTSD,module_pca_component_2,gene_level,CTSD,perturbation experiment,Plan perturbation experiment for frozen Stage 36D hypothesis CTSD; not run in Stage 36D.,pre-registered experimental perturbation design with outcome readouts,"direct perturbational evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,CTSD,module_pca_component_2,gene_level,CTSD,immunostaining / pathology colocalization,Plan immunostaining / pathology colocalization for frozen Stage 36D hypothesis CTSD; not run in Stage 36D.,protein/pathology staining or imaging colocalization assay,"candidate/pathology colocalization evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,CTSD,module_pca_component_2,gene_level,CTSD,literature/manual biological review,Plan literature/manual biological review for frozen Stage 36D hypothesis CTSD; not run in Stage 36D.,curated manual review of prior biology and local grounding records,manual evidence table and claim-boundary update,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,NPC2,module_pca_component_2,gene_level,NPC2,independent cohort replication,Plan independent cohort replication for frozen Stage 36D hypothesis NPC2; not run in Stage 36D.,independent donor-level expression and pathology measurements with pre-specified features,replication/non-replication of the frozen Stage 36C association pattern,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,NPC2,module_pca_component_2,gene_level,NPC2,spatial transcriptomic confirmation,Plan spatial transcriptomic confirmation for frozen Stage 36D hypothesis NPC2; not run in Stage 36D.,spatial expression data aligned to pathology or regional annotations,evidence on whether candidate expression localizes with relevant tissue context,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,NPC2,module_pca_component_2,gene_level,NPC2,single-cell expression confirmation,Plan single-cell expression confirmation for frozen Stage 36D hypothesis NPC2; not run in Stage 36D.,single-cell or single-nucleus expression with cell-type labels,cell-type context for candidate/module expression,proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
NeuN,NeuN,NPC2,module_pca_component_2,gene_level,NPC2,perturbation experiment,Plan perturbation experiment for frozen Stage 36D hypothesis NPC2; not run in Stage 36D.,pre-registered experimental perturbation design with outcome readouts,"direct perturbational evidence, if actually performed later",proposed_not_completed,"Model-implied counterfactual sensitivity and local knowledge grounding are prioritization evidence only. No new modeling, external validation, perturbation, or causal experiment was run in Stage 36D.","may support, weaken, or refine a follow-up hypothesis depending on pre-specified results",causal validation; therapeutic target; drug target; validated mechanism; in silico counterfactual sensitivity equals gene ablation; Stage 36D external validation
