dataset_id,matrix_id,modality,genome_assembly,annotation_release,feature_identifier_convention,versioned_unversioned_mixture,symbol_only,duplicate_raw_ids,suspicious_cross_species_ids,feature_metadata_access,audit_note,source_feature_count,feature_universe_sha256,universe_rows_materialized,raw_var_present,raw_var_feature_count,raw_var_matches_var,coordinate_like_peak_ids,invalid_peak_intervals,ordered_feature_identity_sha256,intended_project_role,foundation_eligible
GSE307587,data/external/v4/stage81a3_context/GSE307587_human_NAc_snRNA/GSE307587_RAW.tar::GSM9227477_12c_NAc-features.tsv.gz,gene-level RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE307587,data/external/v4/stage81a3_context/GSE307587_human_NAc_snRNA/GSE307587_RAW.tar::GSM9227478_13c_NAc-features.tsv.gz,gene-level RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE307587,data/external/v4/stage81a3_context/GSE307587_human_NAc_snRNA/GSE307587_RAW.tar::GSM9227479_14c_NAc-features.tsv.gz,gene-level RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE307587,data/external/v4/stage81a3_context/GSE307587_human_NAc_snRNA/GSE307587_RAW.tar::GSM9227480_15c_NAc-features.tsv.gz,gene-level RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE307587,data/external/v4/stage81a3_context/GSE307587_human_NAc_snRNA/GSE307587_RAW.tar::GSM9227481_16c_NAc-features.tsv.gz,gene-level RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE307587,data/external/v4/stage81a3_context/GSE307587_human_NAc_snRNA/GSE307587_RAW.tar::GSM9227482_17c_NAc-features.tsv.gz,gene-level RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE307587,data/external/v4/stage81a3_context/GSE307587_human_NAc_snRNA/GSE307587_RAW.tar::GSM9227483_18c_NAc-features.tsv.gz,gene-level RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE307587,data/external/v4/stage81a3_context/GSE307587_human_NAc_snRNA/GSE307587_RAW.tar::GSM9227484_19c_NAc-features.tsv.gz,gene-level RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE307587,data/external/v4/stage81a3_context/GSE307587_human_NAc_snRNA/GSE307587_RAW.tar::GSM9227485_20c_NAc-features.tsv.gz,gene-level RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE325489,data/external/v4/stage81a3_context/GSE325489_human_NAc_Xenium/GSM9604821_Br6522-cell_feature_matrix.h5,spatial RNA,unknown,unknown,matrix/features/id|name|feature_type,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,541.0,3fc351fa151c28725885f3afb9fa426a9d9fbd5a1da9a640675127489a57376a,True,not_applicable,,not_applicable,0,0,3fc351fa151c28725885f3afb9fa426a9d9fbd5a1da9a640675127489a57376a,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE325489,data/external/v4/stage81a3_context/GSE325489_human_NAc_Xenium/GSM9604822_Br2720-cell_feature_matrix.h5,spatial RNA,unknown,unknown,matrix/features/id|name|feature_type,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,541.0,3fc351fa151c28725885f3afb9fa426a9d9fbd5a1da9a640675127489a57376a,False,not_applicable,,not_applicable,0,0,3fc351fa151c28725885f3afb9fa426a9d9fbd5a1da9a640675127489a57376a,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE325489,data/external/v4/stage81a3_context/GSE325489_human_NAc_Xenium/GSM9604823_Br6432-cell_feature_matrix.h5,spatial RNA,unknown,unknown,matrix/features/id|name|feature_type,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,541.0,3fc351fa151c28725885f3afb9fa426a9d9fbd5a1da9a640675127489a57376a,False,not_applicable,,not_applicable,0,0,3fc351fa151c28725885f3afb9fa426a9d9fbd5a1da9a640675127489a57376a,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
GSE325489,data/external/v4/stage81a3_context/GSE325489_human_NAc_Xenium/GSM9604824_Br6471-cell_feature_matrix.h5,spatial RNA,unknown,unknown,matrix/features/id|name|feature_type,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,541.0,3fc351fa151c28725885f3afb9fa426a9d9fbd5a1da9a640675127489a57376a,False,not_applicable,,not_applicable,0,0,3fc351fa151c28725885f3afb9fa426a9d9fbd5a1da9a640675127489a57376a,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
HYPOMAP_snRNA_reference,data/external/v4/stage81a3_context/HYPOMAP_snRNA_reference/HYPOMAP_human_snRNA_cellxgene.h5ad,gene-level RNA,unknown,encoding-version=0.1.0,_index|feature_name|feature_biotype,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,36924.0,0516eaee0d83b55020d3ee0c9f83a2b494d7e0a83929605710a64348c391b4bf,True,True,36924,True,0,0,0516eaee0d83b55020d3ee0c9f83a2b494d7e0a83929605710a64348c391b4bf,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
LIBD_spatialDLPFC,data/external/v4/stage81a3_context/LIBD_spatialDLPFC/spe_filtered_final_with_clusters_and_deconvolution_results.rds,spatial RNA,unknown,source R object; release metadata not supplied,source|type|gene_id|gene_version|gene_name|gene_type|gene_search,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,28916.0,d0d44d63858ad829a28d63cf217b72eb27e6b3262754215c47c694ec457b99e2,True,not_applicable,,not_applicable,0,0,d0d44d63858ad829a28d63cf217b72eb27e6b3262754215c47c694ec457b99e2,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
NPH52,data/processed/v4/stage81a1d/sealed/nph52_organized/organized_data/Human/brain/snRNA/NPH/Astro_data_arranged_updatedId_final_batches.qs,gene-level RNA,unknown,source R object; release metadata not supplied,gene|tmpAnno2|ensembl_gene_id|anno_seqnames|anno_start|anno_end|anno_width|anno_strand|gene_id|gene_name|gene_biotype|seq_coord_system|symbol|entrezid|gene_short_name|ID|QC_ssGenes|QC_g2mGenes|QC_mtGenes|QC_IEG_Genes|QC_medianExp|QC_top50_expressed|QC_meanExp|QC_detectionRate|QC_varExp,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,35028.0,65990198d565962bfb83437ba3cce6eb623533677092426aa06df61d83f0afc3,True,not_applicable,,not_applicable,0,0,65990198d565962bfb83437ba3cce6eb623533677092426aa06df61d83f0afc3,foundation_training_candidate|future_use_role_from_download_registry,True
NPH52,data/processed/v4/stage81a1d/sealed/nph52_organized/organized_data/Human/brain/snRNA/NPH/Endo_data_arranged_updatedId_final_batches.qs,gene-level RNA,unknown,source R object; release metadata not supplied,gene|tmpAnno2|ensembl_gene_id|anno_seqnames|anno_start|anno_end|anno_width|anno_strand|gene_id|gene_name|gene_biotype|seq_coord_system|symbol|entrezid|gene_short_name|ID|QC_ssGenes|QC_g2mGenes|QC_mtGenes|QC_IEG_Genes|QC_medianExp|QC_top50_expressed|QC_meanExp|QC_detectionRate|QC_varExp,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,32373.0,deb759e9aa571ea316cd86d5b0e6e19c82e7835183bd576d56a0783235e91201,True,not_applicable,,not_applicable,0,0,deb759e9aa571ea316cd86d5b0e6e19c82e7835183bd576d56a0783235e91201,foundation_training_candidate|future_use_role_from_download_registry,True
NPH52,data/processed/v4/stage81a1d/sealed/nph52_organized/organized_data/Human/brain/snRNA/NPH/ExN_data_arranged_updatedId_final_batches.qs,gene-level RNA,unknown,source R object; release metadata not supplied,gene|tmpAnno2|ensembl_gene_id|anno_seqnames|anno_start|anno_end|anno_width|anno_strand|gene_id|gene_name|gene_biotype|seq_coord_system|symbol|entrezid|gene_short_name|ID|QC_ssGenes|QC_g2mGenes|QC_mtGenes|QC_IEG_Genes|QC_medianExp|QC_top50_expressed|QC_meanExp|QC_detectionRate|QC_varExp,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,37477.0,d64e47fe1708f5f0c638673b5fa5a10c1e47a2bf5942605484347c1ad11b6c2b,True,not_applicable,,not_applicable,0,0,d64e47fe1708f5f0c638673b5fa5a10c1e47a2bf5942605484347c1ad11b6c2b,foundation_training_candidate|future_use_role_from_download_registry,True
NPH52,data/processed/v4/stage81a1d/sealed/nph52_organized/organized_data/Human/brain/snRNA/NPH/InN_data_arranged_updatedId_final_batches.qs,gene-level RNA,unknown,source R object; release metadata not supplied,gene|tmpAnno2|ensembl_gene_id|anno_seqnames|anno_start|anno_end|anno_width|anno_strand|gene_id|gene_name|gene_biotype|seq_coord_system|symbol|entrezid|gene_short_name|ID|QC_ssGenes|QC_g2mGenes|QC_mtGenes|QC_IEG_Genes|QC_medianExp|QC_top50_expressed|QC_meanExp|QC_detectionRate|QC_varExp,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,35964.0,d28439d82323a84e3d8284b2b37a317b41ac11bd8adc62b64e9d6b48a1e68826,True,not_applicable,,not_applicable,0,0,d28439d82323a84e3d8284b2b37a317b41ac11bd8adc62b64e9d6b48a1e68826,foundation_training_candidate|future_use_role_from_download_registry,True
NPH52,data/processed/v4/stage81a1d/sealed/nph52_organized/organized_data/Human/brain/snRNA/NPH/MG_data_arranged_updatedId_final_batches.qs,gene-level RNA,unknown,source R object; release metadata not supplied,gene|tmpAnno2|ensembl_gene_id|anno_seqnames|anno_start|anno_end|anno_width|anno_strand|gene_id|gene_name|gene_biotype|seq_coord_system|symbol|entrezid|gene_short_name|ID|QC_ssGenes|QC_g2mGenes|QC_mtGenes|QC_IEG_Genes|QC_medianExp|QC_top50_expressed|QC_meanExp|QC_detectionRate|QC_varExp,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,33441.0,39d4ae27b1a8b77947bd80969f47f6a5ade34f1f5bc24bc3ff22b8b2bf98aea6,True,not_applicable,,not_applicable,0,0,39d4ae27b1a8b77947bd80969f47f6a5ade34f1f5bc24bc3ff22b8b2bf98aea6,foundation_training_candidate|future_use_role_from_download_registry,True
NPH52,data/processed/v4/stage81a1d/sealed/nph52_organized/organized_data/Human/brain/snRNA/NPH/OPC_data_arranged_updatedId_final_batches.qs,gene-level RNA,unknown,source R object; release metadata not supplied,gene|tmpAnno2|ensembl_gene_id|anno_seqnames|anno_start|anno_end|anno_width|anno_strand|gene_id|gene_name|gene_biotype|seq_coord_system|symbol|entrezid|gene_short_name|ID|QC_ssGenes|QC_g2mGenes|QC_mtGenes|QC_IEG_Genes|QC_medianExp|QC_top50_expressed|QC_meanExp|QC_detectionRate|QC_varExp,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,33761.0,68dc153ae5743205b42229531b40198ccec1b7dc923b3933a0654be03994333b,True,not_applicable,,not_applicable,0,0,68dc153ae5743205b42229531b40198ccec1b7dc923b3933a0654be03994333b,foundation_training_candidate|future_use_role_from_download_registry,True
NPH52,data/processed/v4/stage81a1d/sealed/nph52_organized/organized_data/Human/brain/snRNA/NPH/Oligo_data_arranged_updatedId_final_batches.qs,gene-level RNA,unknown,source R object; release metadata not supplied,gene|tmpAnno2|ensembl_gene_id|anno_seqnames|anno_start|anno_end|anno_width|anno_strand|gene_id|gene_name|gene_biotype|seq_coord_system|symbol|entrezid|gene_short_name|ID|QC_ssGenes|QC_g2mGenes|QC_mtGenes|QC_IEG_Genes|QC_medianExp|QC_top50_expressed|QC_meanExp|QC_detectionRate|QC_varExp,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,36394.0,61e35c5230327ed937d0d8df0b3c785286bf773b7c97267dbeb18d5e81a8da1c,True,not_applicable,,not_applicable,0,0,61e35c5230327ed937d0d8df0b3c785286bf773b7c97267dbeb18d5e81a8da1c,foundation_training_candidate|future_use_role_from_download_registry,True
SCP2167_slidetags_PFC,data/external/v4/stage81a3_context/SCP2167_slidetags_PFC/SCP2167/10x_genes_file/lld_features.tsv.gz,gene-level RNA,unknown,unknown,tabular feature fields,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,True,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
SCP2167_slidetags_PFC,data/external/v4/stage81a3_context/SCP2167_slidetags_PFC/SCP2167/expression/64265d4084cbeaef62ef36a9/features.tsv.gz,gene-level RNA,unknown,unknown,tabular feature fields,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,36601.0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,False,not_applicable,,not_applicable,0,0,efa87413867a667e50152e4dd4b4229a8646f4f4ce83001641f76209e6fa70e7,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
SCP2167_slidetags_PFC,data/external/v4/stage81a3_context/SCP2167_slidetags_PFC/SCP2167/expression/humancortex_expression55.csv.gz,gene-level RNA,unknown,unknown,matrix row/column feature axis,False,True,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,36601.0,5ba941c95d1bec0502d266f9160b8c320a281683e0cf459376bb6e1f8edc083b,True,not_applicable,,not_applicable,49,49,5ba941c95d1bec0502d266f9160b8c320a281683e0cf459376bb6e1f8edc083b,context_qualification_or_reference|downloaded_unregistered_role_requires_review,False
Siletti_HBCA,data/external/v4/stage81a3_context/Siletti_HBCA/Siletti_HBCA_all_neurons.h5ad,gene-level RNA,unknown,encoding-version=0.1.0,_index|feature_name|feature_biotype,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,58232.0,4058eff76516afaf26aa324943a09df2ae1e68c8d5188e119b96213e856e17e6,True,False,0,not_present,0,0,4058eff76516afaf26aa324943a09df2ae1e68c8d5188e119b96213e856e17e6,context_qualification_or_reference|downloaded_unregistered_role_requires_review|future_use_role_from_download_registry,False
Siletti_HBCA,data/external/v4/stage81a3_context/Siletti_HBCA/Siletti_HBCA_all_non_neuronal_cells.h5ad,gene-level RNA,unknown,encoding-version=0.1.0,_index|feature_name|feature_biotype,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,58232.0,4058eff76516afaf26aa324943a09df2ae1e68c8d5188e119b96213e856e17e6,False,False,0,not_present,0,0,4058eff76516afaf26aa324943a09df2ae1e68c8d5188e119b96213e856e17e6,context_qualification_or_reference|downloaded_unregistered_role_requires_review|future_use_role_from_download_registry,False
GSE133357,data/external/v4/normal_references/gse133357/GSE133357_Unfiltered_Human_microglia_FPKM.csv.gz,gene-level RNA,unknown,unknown,matrix row/column feature axis,False,True,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,9126.0,53b89496a9325b75053d92a60c271206d1cd1e24392c610b0ce8c78a4322e575,True,not_applicable,,not_applicable,0,0,53b89496a9325b75053d92a60c271206d1cd1e24392c610b0ce8c78a4322e575,downloaded_unregistered_role_requires_review|regional_primary_microglia_reference,False
GSE146639,data/external/v4/normal_references/gse146639/GSE146639_RAW.tar::GSM4403285_10X_Donor2019-010_genes.tsv.gz,gene-level RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,33538.0,ed1b6ac594eb33cee6695923a4768801992742af1d489231b1dfeb9ed1eb9849,True,not_applicable,,not_applicable,0,0,ed1b6ac594eb33cee6695923a4768801992742af1d489231b1dfeb9ed1eb9849,aged_primary_microglia_validation|downloaded_unregistered_role_requires_review,False
GSE146639,data/external/v4/normal_references/gse146639/GSE146639_RAW.tar::GSM4403286_10X_Donor2018-135_genes.tsv.gz,gene-level RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,shared ordered feature universes are materialized once per dataset,33538.0,ed1b6ac594eb33cee6695923a4768801992742af1d489231b1dfeb9ed1eb9849,False,not_applicable,,not_applicable,0,0,ed1b6ac594eb33cee6695923a4768801992742af1d489231b1dfeb9ed1eb9849,aged_primary_microglia_validation|downloaded_unregistered_role_requires_review,False
GSE146639,data/external/v4/normal_references/gse146639/GSE146639_RAW.tar::GSM4403287_BE_RNAseq_Pool_I_001_S4_sorted.bam.featureCounts.genes.txt.gz,gene-level RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,15664.0,f6b019b05e961a6bc142678394eebe200a5897d5befd1081c546305d59386b51,True,not_applicable,,not_applicable,0,0,f6b019b05e961a6bc142678394eebe200a5897d5befd1081c546305d59386b51,aged_primary_microglia_validation|downloaded_unregistered_role_requires_review,False
GSE146639,data/external/v4/normal_references/gse146639/GSE146639_RAW.tar::GSM4403288_BE_RNAseq_Pool_I_002_S5_sorted.bam.featureCounts.genes.txt.gz,gene-level RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,15323.0,f0e5c3f10f9873d99f3d57ccb296489f0c04075e78907e95f76199448ed20556,True,not_applicable,,not_applicable,0,0,f0e5c3f10f9873d99f3d57ccb296489f0c04075e78907e95f76199448ed20556,aged_primary_microglia_validation|downloaded_unregistered_role_requires_review,False
GSE146639,data/external/v4/normal_references/gse146639/GSE146639_RAW.tar::GSM4403289_BE_RNAseq_Pool_I_003_S6_sorted.bam.featureCounts.genes.txt.gz,gene-level RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,13994.0,3c8276b58ba597e0bae546f7163e9bc0898b0ff15dd8d4c1fd70ada96493d6fb,True,not_applicable,,not_applicable,0,0,3c8276b58ba597e0bae546f7163e9bc0898b0ff15dd8d4c1fd70ada96493d6fb,aged_primary_microglia_validation|downloaded_unregistered_role_requires_review,False
GSE146639,data/external/v4/normal_references/gse146639/GSE146639_RAW.tar::GSM4403290_BE_RNAseq_Pool_I_004_S7_sorted.bam.featureCounts.genes.txt.gz,gene-level RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,14495.0,d492e30016900d291e7178eb7e5a2b56ab5ba2e98ee9e9c2a037293c7fa38776,True,not_applicable,,not_applicable,0,0,d492e30016900d291e7178eb7e5a2b56ab5ba2e98ee9e9c2a037293c7fa38776,aged_primary_microglia_validation|downloaded_unregistered_role_requires_review,False
GSE146639,data/external/v4/normal_references/gse146639/GSE146639_RAW.tar::GSM4403291_BE_RNAseq_Pool_I_005_S8_sorted.bam.featureCounts.genes.txt.gz,gene-level RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,18363.0,635cb1f7e0ac375913ae21929ce149ae065c5ffbdbc02772e9614dd8be4e8ccc,True,not_applicable,,not_applicable,0,0,635cb1f7e0ac375913ae21929ce149ae065c5ffbdbc02772e9614dd8be4e8ccc,aged_primary_microglia_validation|downloaded_unregistered_role_requires_review,False
GSE146639,data/external/v4/normal_references/gse146639/GSE146639_RAW.tar::GSM4403292_BE_RNAseq_Pool_I_006_S9_sorted.bam.featureCounts.genes.txt.gz,gene-level RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,13390.0,4318ca18e7c54a534ddf3fc7dfc69cee16dff066339f2184f0b037b9223f3a77,True,not_applicable,,not_applicable,0,0,4318ca18e7c54a534ddf3fc7dfc69cee16dff066339f2184f0b037b9223f3a77,aged_primary_microglia_validation|downloaded_unregistered_role_requires_review,False
GSE146639,data/external/v4/normal_references/gse146639/GSE146639_RAW.tar::GSM4403294_BE_RNAseq_Pool_I_008_S11_sorted.bam.featureCounts.genes.txt.gz,gene-level RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,14944.0,de6596ab187cf1200b19043c91cf80c3feb5261975361510a01a66200e5b9b68,True,not_applicable,,not_applicable,0,0,de6596ab187cf1200b19043c91cf80c3feb5261975361510a01a66200e5b9b68,aged_primary_microglia_validation|downloaded_unregistered_role_requires_review,False
GSE146639,data/external/v4/normal_references/gse146639/GSE146639_RAW.tar::GSM4403295_BE_RNAseq_Pool_I_009_S12_sorted.bam.featureCounts.genes.txt.gz,gene-level RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,15229.0,17e3edb009fe943c3a2f1934b814ff3dff4780097387fb6ab17324f2a12a0fe8,True,not_applicable,,not_applicable,0,0,17e3edb009fe943c3a2f1934b814ff3dff4780097387fb6ab17324f2a12a0fe8,aged_primary_microglia_validation|downloaded_unregistered_role_requires_review,False
GSE146639,data/external/v4/normal_references/gse146639/GSE146639_RAW.tar::GSM4403296_BE_RNAseq_Pool_I_010_S3_sorted.bam.featureCounts.genes.txt.gz,gene-level RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,15308.0,395f0aa15490c1a0f69b1e616ffea373e94804fcdd393830baa57796a33d661b,True,not_applicable,,not_applicable,0,0,395f0aa15490c1a0f69b1e616ffea373e94804fcdd393830baa57796a33d661b,aged_primary_microglia_validation|downloaded_unregistered_role_requires_review,False
GSE146639,data/external/v4/normal_references/gse146639/GSE146639_RAW.tar::GSM4403297_BE_RNAseq_Pool_I_011_S2_sorted.bam.featureCounts.genes.txt.gz,gene-level RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,17276.0,552537d88de50fe401fdf0002ade78453659976bb8ea284ceca54df8d5acccea,True,not_applicable,,not_applicable,0,0,552537d88de50fe401fdf0002ade78453659976bb8ea284ceca54df8d5acccea,aged_primary_microglia_validation|downloaded_unregistered_role_requires_review,False
GSE146639,data/external/v4/normal_references/gse146639/GSE146639_RAW.tar::GSM4403298_BE_RNAseq_Pool_I_012_S1_sorted.bam.featureCounts.genes.txt.gz,gene-level RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,17187.0,92f356c2f3860fc6ffde7aa1941b4108ced5a962201884ee25b4a715bf483c0f,True,not_applicable,,not_applicable,0,0,92f356c2f3860fc6ffde7aa1941b4108ced5a962201884ee25b4a715bf483c0f,aged_primary_microglia_validation|downloaded_unregistered_role_requires_review,False
GSE146639,data/external/v4/normal_references/gse146639/GSE146639_RAW.tar::GSM4403299_BE_RNAseq_Pool_I_013_S13_sorted.bam.featureCounts.genes.txt.gz,gene-level RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,16510.0,660e289e598a641219a04f1e28c43f5f54726d01d1c12eedee7a2375a504c3e0,True,not_applicable,,not_applicable,0,0,660e289e598a641219a04f1e28c43f5f54726d01d1c12eedee7a2375a504c3e0,aged_primary_microglia_validation|downloaded_unregistered_role_requires_review,False
GSE146639,data/external/v4/normal_references/gse146639/GSE146639_RAW.tar::GSM4403300_BE_RNAseq_Pool_II_001_S1_sorted.bam.featureCounts.genes.txt.gz,gene-level RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,16090.0,169df8afbe5f9c98328b4dd917d939e0a9c6e94995eafec2115cfb6c86afadad,True,not_applicable,,not_applicable,0,0,169df8afbe5f9c98328b4dd917d939e0a9c6e94995eafec2115cfb6c86afadad,aged_primary_microglia_validation|downloaded_unregistered_role_requires_review,False
GSE146639,data/external/v4/normal_references/gse146639/GSE146639_RAW.tar::GSM4403301_BE_RNAseq_Pool_II_002_S2_sorted.bam.featureCounts.genes.txt.gz,gene-level RNA,unknown,unknown,archive source feature table,False,False,0,0,FEATURE-METADATA-ONLY IDENTITY AUDIT,,17964.0,1f9b23cae15f27932982eec9121e5d8cc40cf306e611137754022983ba3a41db,True,not_applicable,,not_applicable,0,0,1f9b23cae15f27932982eec9121e5d8cc40cf306e611137754022983ba3a41db,aged_primary_microglia_validation|downloaded_unregistered_role_requires_review,False
